Material,Heat treatment,Su,Sy,A5,Bhn,E,G,mu,Ro,C,Mn,P,S,Si,Ni,Cr,Mo,Fe
Steel 45L GOST 977-88,Quenched and tempered,589,392,10.0,,205000,79000,0.3,7800,0.390312,0.586532,0.018273,0.234082,0.210142,0.0,0.88077,0.0,97.679889
Steel 50L GOST 977-88,Quenched and tempered,736,392,14.0,,205000,79000,0.3,7820,0.34554,0.522111,0.016043,0.363445,0.275677,0.0,1.044487,0.0,97.432697
Steel 20GL GOST 977-88,Quenched and tempered,530,334,14.0,,205000,79000,0.3,7820,0.386185,0.740752,0.010639,0.006405,0.367104,0.0,1.006781,0.0,97.482134
Steel 35GL GOST 977-88,Quenched and tempered,589,343,14.0,,200000,77000,0.3,7820,0.333594,0.575191,0.021565,0.338293,0.233172,0.0,0.832719,0.0,97.665466
Steel 30GSL GOST 977-88,Quenched and tempered,638,392,14.0,,200000,77000,0.3,7820,0.394571,0.681421,0.008488,0.155311,0.395455,0.0,0.911651,0.0,97.453103
Steel 30ChGSFL GOST 977-88,Quenched and tempered,785,589,14.0,,200000,77000,0.3,7820,0.339698,0.76116,0.014561,0.391694,0.177381,0.0,0.992352,0.0,97.323154
Steel 30ChGSFL GOST 977-88,Quenched and tempered,687,491,12.0,,200000,77000,0.3,7820,0.336493,0.767427,0.008511,0.083319,0.232603,0.0,1.041981,0.0,97.529667
Steel 45FL GOST 977-88,Quenched and tempered,638,441,10.0,,200000,77000,0.3,7820,0.339369,0.57088,0.025535,0.336397,0.362223,0.0,1.000003,0.0,97.365594
Steel 32Ch06L GOST 977-88,Quenched and tempered,638,491,12.0,,205000,79000,0.3,7850,0.6274,1.087236,0.000465,0.144151,0.2878,0.0,0.0,0.0,97.852948
Steel 20GNMFL GOST 977-88,Quenched and tempered,687,589,14.0,,200000,77000,0.3,7820,0.678902,1.168328,0.017196,0.136141,0.228121,0.0,0.0,0.0,97.771313
Steel 35ChML GOST 977-88,Quenched and tempered,687,540,12.0,,205000,79000,0.3,7840,0.639022,0.937935,0.033851,0.326239,0.267055,0.0,0.0,0.0,97.795898
Steel 30ChNML GOST 977-88,Quenched and tempered,785,638,10.0,,205000,79000,0.3,7820,0.699846,0.997074,0.007539,0.126651,0.27932,0.0,0.0,0.0,97.88957
Steel 35ChGSL GOST 977-88,Quenched and tempered,785,589,10.0,,205000,79000,0.3,7800,0.686948,1.124253,0.02042,0.091776,0.203189,0.0,0.0,0.0,97.873413
Steel 35NGML GOST 977-88,Quenched and tempered,736,589,12.0,,200000,77000,0.3,7820,0.645377,1.146234,0.006449,0.032842,0.326419,0.0,0.0,0.0,97.842678
Steel 20DChL GOST 977-88,Quenched and tempered,638,540,12.0,,200000,77000,0.3,7820,0.681923,0.975935,0.002996,0.336508,0.295083,0.0,0.0,0.0,97.707555
Steel 12DN2FL GOST 977-88,Quenched and tempered,785,638,12.0,,200000,77000,0.3,7820,0.653438,1.118203,0.026519,0.271826,0.303706,0.0,0.0,0.0,97.626308
Steel 12DChN1MFL GOST 977-88,Quenched and tempered,981,735,10.0,,200000,77000,0.3,7820,0.676012,0.984575,0.006105,0.042373,0.298595,0.0,0.0,0.0,97.992339
Steel 23ChGS2MFL GOST 977-88,Quenched and tempered,1275,1079,6.0,,200000,77000,0.3,7820,0.623233,1.049398,0.033681,0.079831,0.232375,0.0,0.0,0.0,97.981483
Steel 12Ch7G3SL GOST 977-88,Quenched and tempered,1324,1079,9.0,,200000,77000,0.3,7820,0.623838,0.958059,0.022943,0.160109,0.330243,0.0,0.0,0.0,97.904809
Steel 25Ch2GNMFL1 GOST 977-88,Quenched and tempered,638,491,12.0,,200000,77000,0.3,7820,0.695878,1.024884,0.023569,0.332987,0.254183,0.0,0.0,0.0,97.668499
Steel 25Ch2GNMFL2 GOST 977-88,Quenched and tempered,1275,1079,5.0,,200000,77000,0.3,7820,0.674965,1.187104,0.006335,0.135172,0.234513,0.0,0.0,0.0,97.761911
Steel 27Ch5GSML GOST 977-88,Quenched and tempered,1472,1177,5.0,,200000,77000,0.3,7820,0.679483,1.172482,0.021339,0.277165,0.19683,0.0,0.0,0.0,97.652701
Steel 30Ch3S3GML GOST 977-88,Quenched and tempered,1766,1472,4.0,,200000,77000,0.3,7820,0.663549,1.179976,0.023811,0.166499,0.198943,0.0,0.0,0.0,97.767222
Steel 03N12Ch5M3TL GOST 977-88,Quenched and tempered,1324,1275,8.0,,200000,77000,0.3,7820,0.628664,1.023244,0.002189,0.164398,0.208007,0.0,0.0,0.0,97.973497
Steel 03N12Ch5M3TJuL GOST 977-88,Quenched and tempered,1472,1422,8.0,,200000,77000,0.3,7820,0.650185,1.057457,0.000745,0.283642,0.212863,0.0,0.0,0.0,97.795109
Steel 40ChL GOST 977-88,Quenching and cooling in the oil,638,491,15.336666666666652,,219000,85000,0.29,7840,0.625311,1.138021,0.006352,0.271865,0.33244,0.0,0.0,0.0,97.626012
Steel 50ChFA GOST 14959-79,heat treated,1270,1080,8.0,,206000,80000,0.3,7860,0.673375,1.186768,0.020179,0.120198,0.218632,0.0,0.0,0.0,97.780848
Steel 55S2 GOST 14959-79,heat treated,1270,1175,6.0,,206000,80000,0.3,7860,0.67072,0.926126,0.000629,0.303614,0.231225,0.0,0.0,0.0,97.867685
Steel 50ChGA GOST 14959-79,heat treated,1270,1175,7.0,,206000,80000,0.3,7860,0.682459,1.050873,0.005117,0.098872,0.361017,0.0,0.0,0.0,97.801662
Steel 50ChGFA GOST 14959-79,heat treated,1420,1325,6.0,,206000,80000,0.3,7860,0.675566,1.175005,0.0127,0.117094,0.319376,0.0,0.0,0.0,97.700259
